Type,BodyPart,Equipment,Level,Title
4,13,11,2,452
4,9,0,2,2775
4,6,11,2,2122
4,9,9,2,2422
4,13,2,2,971
4,0,4,2,912
5,8,12,0,1868
4,16,3,2,2383
4,9,3,2,496
4,3,4,2,207
4,14,4,2,1658
4,11,8,2,867
4,0,4,2,658
4,13,2,2,1313
4,7,6,2,787
4,11,8,2,2411
4,14,8,2,1088
4,13,9,2,247
4,11,11,2,1857
4,7,2,2,2858
4,0,11,2,2666
4,16,4,2,748
4,5,2,0,2044
4,0,2,2,1514
4,13,9,2,2446
4,5,2,2,1348
4,6,11,0,2582
4,8,2,2,1024
4,0,2,2,1969
4,3,4,2,1644
4,0,1,2,74
4,5,2,2,923
4,9,4,2,2729
4,13,2,2,1943
4,0,2,2,2652
4,14,4,2,206
4,0,2,2,568
4,8,8,0,634
1,13,1,0,2529
4,2,9,2,2717
4,0,8,2,1388
2,8,11,0,462
4,3,1,2,2086
4,5,1,2,82
4,13,2,2,1020
4,0,2,2,2459
4,5,2,0,2549
2,5,11,0,1203
4,14,9,2,2367
4,13,8,0,1721
4,0,2,2,591
4,0,2,2,1279
5,8,2,0,246
4,11,3,2,67
4,5,3,2,2290
4,14,1,2,2594
4,0,2,2,1160
4,11,1,2,2779
4,0,11,2,1572
4,13,2,2,2813
4,13,2,2,1472
4,5,4,2,1667
4,3,9,2,2423
4,5,2,0,2898
4,5,9,2,83
4,13,2,2,1946
4,0,3,2,2596
5,1,7,2,1637
4,0,6,2,955
4,5,2,2,199
4,13,2,2,1575
4,14,7,2,1696
4,0,3,2,2766
4,14,4,2,727
4,9,2,2,431
4,14,2,2,2315
4,6,3,0,2285
4,0,8,2,638
2,14,2,2,2178
4,13,1,2,1709
2,14,10,0,288
4,13,2,2,1167
4,4,1,2,2506
4,14,4,2,734
4,5,1,0,344
4,14,4,2,2728
4,10,1,2,2829
4,0,2,2,1036
4,14,0,2,1693
5,16,2,2,2757
4,13,8,2,863
4,0,2,2,209
4,13,1,1,2427
4,13,9,2,210
4,14,0,2,162
2,13,2,0,2217
4,0,2,2,1698
2,13,12,0,238
4,13,1,2,381
4,5,1,0,334
4,11,4,2,1931
4,14,8,2,1742
4,0,2,2,579
4,9,11,2,1676
4,16,3,2,2697
4,13,11,2,1592
4,8,4,2,674
4,5,2,2,956
4,9,11,0,965
4,0,6,2,846
3,5,1,2,438
4,0,2,2,1080
4,0,2,2,575
4,13,1,2,984
4,5,2,2,2243
4,3,3,2,485
4,5,2,0,2772
4,13,2,2,1469
4,14,3,2,2600
4,11,1,0,2904
4,14,8,2,2414
4,13,2,2,1639
4,13,11,2,1611
4,3,11,0,2123
4,13,0,2,311
4,9,8,2,931
4,3,4,2,214
4,15,0,0,2848
4,8,8,2,2447
4,13,9,2,1806
4,16,4,2,2305
4,5,9,2,2487
4,14,11,2,391
4,5,2,2,1345
4,8,2,2,139
4,13,1,2,355
4,16,4,2,2056
2,13,6,2,2865
4,14,8,2,886
4,0,11,2,1436
6,13,11,2,2468
4,13,9,2,2484
4,4,9,0,2564
4,14,1,2,194
4,8,3,2,2598
4,5,2,2,2789
4,0,2,2,1133
4,5,2,2,2157
4,9,3,2,2634
5,1,2,2,2612
4,3,3,2,2618
4,13,12,2,2456
2,13,2,2,1700
4,16,2,2,2882
4,5,2,0,1697
4,7,2,2,2445
4,14,1,2,357
4,13,4,2,1941
4,0,11,2,1613
4,0,2,0,1689
4,13,2,2,1971
4,0,2,2,1065
4,14,4,2,1061
4,0,2,2,1035
4,13,4,2,2800
4,0,8,0,1720
4,3,1,0,2259
4,5,11,2,539
2,13,2,0,2537
5,4,7,0,519
4,13,11,2,1562
4,13,4,2,1473
4,0,1,2,613
4,13,2,2,1507
4,13,2,2,1702
5,14,2,2,1130
1,13,1,0,2528
4,3,4,2,847
1,8,1,0,1187
4,3,4,2,2298
4,0,10,2,1908
4,0,11,2,2046
4,13,4,2,1610
4,0,11,2,1430
4,11,11,2,57
4,3,3,2,7
4,0,2,2,615
4,14,8,2,932
4,13,4,2,2309
4,7,2,2,124
4,11,4,0,420
4,16,11,2,439
4,0,1,2,2417
2,13,2,1,2540
4,5,1,2,1745
4,0,2,2,2324
4,13,8,2,2214
4,0,2,2,2079
4,13,2,2,1441
4,6,1,0,2297
4,13,4,0,652
4,3,4,2,29
4,13,9,2,1812
4,3,5,2,41
4,13,1,2,2778
4,11,1,2,69
4,0,2,2,1555
3,10,1,0,2180
4,13,1,2,352
4,0,2,2,1986
4,0,2,2,1198
4,7,2,2,1271
4,0,2,2,2720
4,5,1,2,84
2,14,2,2,2870
4,14,1,2,947
3,16,1,0,962
4,5,4,2,2434
4,13,9,2,2006
4,0,2,2,1320
4,0,3,0,455
4,0,2,2,116
4,5,0,2,2797
0,13,2,2,2861
4,0,2,2,1531
4,13,9,2,134
4,11,4,2,51
5,13,2,2,1828
3,16,1,0,963
4,9,2,2,1703
4,9,3,2,558
4,0,2,2,1371
4,6,11,2,469
4,0,2,2,437
4,0,2,2,1950
4,11,4,2,2034
4,14,3,2,508
4,13,4,2,1936
2,13,2,2,2048
4,13,4,2,1406
4,14,4,2,870
4,11,1,2,2042
4,3,3,2,504
4,13,4,2,2388
4,16,1,2,6
4,5,2,2,2805
4,7,2,2,595
4,0,11,2,1535
4,1,0,2,945
4,14,4,2,2385
4,0,11,2,1310
4,14,4,2,2429
4,5,2,2,189
4,13,8,2,826
4,0,2,2,2047
4,11,8,2,1725
4,11,3,2,2840
4,3,4,2,38
4,13,2,2,1268
4,0,2,2,2112
4,8,8,2,1719
4,13,11,2,454
4,0,2,2,1001
4,0,2,2,2816
4,0,11,2,1789
4,16,2,2,443
4,15,9,2,1893
4,16,3,2,279
4,0,11,2,1308
4,0,2,2,2741
4,14,4,2,1457
4,0,4,2,1939
4,8,12,0,993
4,13,2,2,1935
4,14,4,2,2607
4,6,4,0,2061
4,3,1,2,556
1,8,1,0,2531
4,13,2,2,1513
4,13,1,2,2691
4,0,2,2,808
4,13,2,2,1031
4,13,10,2,1909
4,14,4,2,1365
4,16,4,0,698
5,8,2,0,1640
4,13,1,2,347
4,14,4,2,2419
3,5,0,0,409
5,8,11,0,2271
4,8,8,0,2405
4,14,8,0,2041
4,16,4,2,641
6,13,11,0,570
4,0,2,2,1967
4,13,4,2,1504
2,13,10,2,1910
4,16,2,2,15
4,0,2,2,1097
4,13,8,2,898
4,0,2,2,2011
4,13,2,2,2191
4,16,11,2,1899
4,10,2,2,1833
4,5,4,2,425
4,14,2,2,1761
4,13,4,2,711
4,13,2,2,1795
4,14,1,0,2516
6,8,11,0,2137
4,0,2,2,2113
4,10,2,2,1164
4,13,2,2,2856
4,13,11,2,1574
4,11,4,2,703
4,13,4,2,750
4,0,2,2,2106
4,13,2,2,1383
4,13,11,2,1560
5,1,2,2,1152
4,4,9,2,1896
6,13,11,0,2240
4,0,11,2,1596
4,13,4,2,687
4,13,1,2,382
4,10,4,2,724
4,0,2,2,1194
4,0,6,2,241
4,13,2,2,1084
4,0,2,2,1492
4,0,11,2,141
4,0,2,2,1229
5,0,2,2,2279
4,3,1,2,2591
4,14,4,2,240
4,14,8,0,1715
4,9,4,2,740
4,13,2,2,1042
4,9,11,2,284
4,14,4,2,743
4,3,9,0,1876
4,0,2,2,1192
4,9,11,2,1448
4,5,1,2,2828
2,13,11,2,2432
4,10,6,2,791
4,0,11,2,1571
4,0,3,2,779
4,13,1,2,118
4,0,0,2,322
4,0,4,2,1924
4,15,1,2,2404
4,0,2,2,1255
4,0,0,2,612
4,7,2,2,2859
4,5,0,2,317
4,0,2,0,576
4,5,9,2,2496
4,0,2,0,2659
4,13,2,2,393
3,5,11,0,531
4,14,7,2,1695
4,9,2,2,2740
4,10,2,2,1634
4,14,3,2,167
4,13,2,2,1100
4,14,1,2,340
4,13,4,2,723
4,13,2,2,1508
4,13,4,2,1590
4,15,4,2,2391
4,8,1,2,2222
3,10,1,0,2172
4,0,10,0,2074
4,13,2,2,1143
4,9,3,2,2835
4,0,11,2,624
4,5,11,2,2127
2,0,2,2,2867
4,0,4,2,1617
4,14,4,2,151
4,13,9,2,1885
4,0,2,2,1475
4,0,11,2,1434
4,13,2,2,444
4,7,2,2,2010
4,13,10,2,799
4,13,4,2,1584
4,14,11,2,2620
4,13,2,2,1093
0,13,9,2,2750
4,0,2,2,1488
4,11,1,2,2780
4,14,4,2,2567
4,14,4,2,1938
4,13,2,2,1264
4,15,9,2,2505
4,5,0,0,950
4,11,1,0,2119
4,5,2,2,2873
4,5,2,2,101
5,4,11,0,264
2,8,11,0,465
2,13,2,0,2473
4,0,2,2,1144
2,13,2,1,2245
4,0,8,2,1738
4,0,2,2,1331
4,0,2,2,1557
4,3,1,2,2249
4,0,4,2,2386
4,0,12,2,626
4,0,2,2,2116
4,14,4,2,2402
4,7,2,2,1580
4,14,4,2,744
2,0,10,2,1911
4,13,11,2,1585
4,7,2,2,1374
4,5,9,2,478
4,0,2,2,1006
4,0,4,2,668
4,0,11,2,224
4,5,3,0,500
4,5,4,2,2387
4,13,2,2,1250
4,13,1,0,981
1,15,1,0,549
4,5,10,2,1913
4,13,4,2,1524
4,0,2,2,1563
4,9,8,2,906
4,14,4,2,262
4,0,2,2,882
4,9,3,2,2242
4,13,2,2,1358
4,0,4,2,112
5,14,2,2,2318
5,1,2,0,2576
4,0,11,2,2876
5,2,7,0,229
4,13,8,2,644
4,0,2,2,2174
4,11,3,2,53
4,0,2,2,1053
4,4,9,2,2255
4,13,4,2,451
4,13,4,2,119
4,13,2,2,1142
4,3,4,2,729
2,13,2,2,2535
4,14,4,2,2282
4,0,4,2,709
2,13,2,2,472
5,0,2,0,2631
4,9,3,2,1791
4,13,9,2,1810
4,0,4,2,1553
4,13,8,0,1716
4,13,2,2,1336
4,0,11,2,1375
4,3,4,2,934
2,13,2,2,1638
4,13,2,2,441
4,3,4,2,705
4,0,2,2,1315
4,5,2,2,1295
4,13,2,2,1013
4,0,3,2,423
2,0,2,2,2464
2,8,4,0,2855
2,13,11,0,2359
4,0,2,2,1545
4,8,9,2,2452
5,13,2,2,2028
4,8,4,0,2223
4,16,11,2,1428
5,13,2,2,2022
4,0,2,2,2768
2,13,2,2,468
4,0,2,2,1947
4,13,2,2,1265
6,14,11,0,1826
3,13,1,0,2181
4,3,4,2,1837
4,0,2,2,2767
4,0,2,0,1199
4,14,4,2,2055
4,13,4,2,2731
4,0,2,2,804
4,3,4,2,2260
0,13,2,0,949
4,0,2,2,1569
4,1,2,0,958
4,0,2,2,392
4,13,2,2,844
4,10,4,2,2455
5,13,2,2,1680
4,13,9,2,2275
4,14,4,2,2327
4,14,8,0,1722
4,14,11,2,2126
4,0,2,2,1305
4,9,3,2,566
4,3,1,0,2307
4,13,2,2,1623
4,14,4,2,715
4,13,11,2,1587
4,13,8,2,849
2,5,11,0,328
4,0,4,2,871
4,13,2,2,1416
4,9,11,2,1892
4,13,8,2,2711
4,11,8,2,853
0,13,11,2,436
4,0,2,2,1314
4,0,2,2,1529
4,0,2,2,227
4,0,2,2,1903
4,13,2,2,1570
4,13,2,2,2718
4,11,0,2,315
4,16,1,0,1687
4,1,2,2,843
5,7,2,0,1847
4,0,4,2,1477
5,3,2,0,2252
4,14,11,2,2416
4,13,2,2,925
4,7,2,2,1098
5,0,2,2,795
4,13,2,2,2869
4,0,2,2,1095
4,13,1,0,1690
1,14,1,0,2702
4,16,8,2,939
4,14,4,2,717
4,14,4,2,1395
4,0,1,2,331
4,13,4,2,2430
4,13,1,0,2541
4,3,1,0,561
4,0,2,2,2320
4,10,2,2,1071
4,0,2,2,2339
6,10,11,0,1713
4,5,0,2,1660
4,13,11,2,2701
4,13,2,2,1528
4,7,4,2,877
4,13,4,2,1062
4,3,4,2,2389
4,0,4,0,749
4,4,0,0,518
4,0,2,2,1401
4,14,0,2,301
5,8,2,2,1814
4,5,4,2,2742
4,5,2,2,85
4,0,2,2,1116
5,2,11,0,1840
4,0,2,2,1051
4,5,2,2,2154
4,8,9,0,2507
4,5,2,2,1951
4,0,2,2,1245
4,8,2,2,1102
4,14,4,2,2304
4,10,1,2,362
4,7,2,2,1010
4,13,9,2,2364
4,10,8,2,1728
4,14,8,2,861
4,7,2,2,2347
4,11,11,2,2849
4,7,2,2,994
4,14,3,2,148
4,0,4,2,1953
4,5,11,2,1566
4,3,11,2,383
4,13,1,2,2678
4,13,2,2,1151
4,14,4,2,2428
4,13,9,2,1756
4,0,11,2,1605
4,5,4,2,202
4,5,1,0,2014
4,5,1,2,333
4,3,3,0,1842
5,9,12,0,763
3,7,1,2,370
4,0,2,2,1357
4,16,2,2,2153
4,13,4,2,752
4,13,4,2,1600
5,8,2,0,2437
4,4,9,2,632
4,3,3,2,1869
4,16,3,0,1829
4,11,4,2,216
4,14,8,0,2040
4,14,1,2,171
4,14,0,2,2550
4,0,6,2,780
4,0,3,2,501
4,0,8,2,944
4,16,1,0,1686
4,3,1,0,649
4,0,11,2,625
4,16,9,2,1886
4,6,3,2,2380
4,14,8,2,1087
1,13,1,0,972
4,5,5,0,440
4,8,8,0,242
4,0,2,2,1872
4,0,2,2,1519
4,11,4,2,2680
4,0,2,2,1300
4,13,2,2,942
4,13,1,2,2169
5,8,2,2,2196
4,9,2,2,1156
4,14,4,2,872
0,13,9,2,2623
3,10,1,0,601
1,7,1,0,1775
4,9,0,2,2369
4,13,2,2,801
4,16,3,2,1773
4,11,4,2,676
4,6,11,0,2902
3,10,1,2,2173
4,5,8,2,1733
4,3,4,0,2641
4,0,2,0,2075
4,3,4,2,1175
2,16,10,0,2656
4,5,5,2,560
4,14,8,0,2039
3,7,0,0,1217
4,5,9,2,211
4,13,2,2,2871
4,5,9,2,2510
4,5,11,0,2671
4,9,3,2,221
4,13,2,2,924
0,4,11,2,232
4,0,11,2,1485
4,16,3,2,2844
4,3,9,2,2493
4,3,1,0,2284
4,16,3,2,631
4,0,2,2,2110
4,0,4,2,1927
4,0,2,2,2817
4,14,1,2,2372
4,13,2,2,1018
4,14,9,2,169
4,0,2,2,2815
4,8,9,2,125
4,14,0,0,2316
4,13,8,2,862
4,0,2,2,1984
4,13,9,2,126
1,8,1,0,2135
1,13,1,2,2155
4,4,1,0,2218
4,16,11,2,44
4,13,2,2,1341
4,10,1,2,2696
4,0,8,2,891
4,14,1,0,467
5,13,2,0,234
4,14,1,2,164
4,5,2,2,565
4,10,4,2,1286
4,5,4,2,664
4,13,2,2,1014
4,13,8,2,1141
5,2,2,0,2328
4,3,1,2,37
4,0,2,2,110
2,9,2,2,475
4,11,1,2,2699
4,3,3,2,2548
4,0,2,2,2760
4,0,11,2,2667
4,0,2,2,115
5,10,12,0,527
4,16,3,2,193
4,0,11,2,2665
4,13,9,2,2501
4,3,4,0,2578
4,10,6,2,1874
4,0,1,0,411
4,14,0,2,2370
4,0,2,2,2341
4,5,9,2,98
4,6,4,0,2073
4,9,4,2,1459
4,14,2,2,1183
4,14,9,2,170
4,14,4,2,163
4,10,4,2,1525
4,14,0,0,1678
4,14,8,0,637
4,11,4,2,2784
4,3,9,2,5
0,13,2,2,841
4,4,9,2,2563
4,0,2,2,1266
4,13,2,2,1227
4,13,0,0,2547
4,0,2,2,1220
4,0,2,2,1624
4,8,9,0,1852
4,5,2,2,1495
4,14,2,2,1180
4,13,0,2,2443
4,13,0,2,453
4,13,9,0,2005
4,0,2,2,1050
4,16,1,2,2593
3,8,1,0,2182
4,11,0,2,59
4,0,2,2,1462
4,13,2,2,1997
4,13,2,2,1153
4,7,3,2,2440
4,14,4,2,1256
4,5,8,0,1813
4,15,9,2,1884
5,13,2,2,1780
4,5,2,2,1483
4,5,3,2,94
4,14,4,2,480
4,5,2,2,2890
4,11,4,2,617
4,0,3,2,1777
4,14,3,2,154
4,0,2,2,1954
4,9,3,2,2312
4,3,0,2,312
4,7,0,2,856
4,4,9,2,515
4,0,2,2,1309
4,0,2,2,1278
4,5,4,2,2834
4,5,4,2,564
4,0,2,2,1297
4,0,10,2,913
4,14,8,2,645
4,11,8,2,2830
4,5,2,2,1384
4,13,4,0,695
4,5,4,2,88
5,14,2,2,265
4,0,11,2,107
4,3,4,2,237
4,14,3,2,2580
4,13,4,2,1249
4,5,3,2,1860
4,13,1,2,351
4,3,3,2,2575
4,0,11,2,1601
4,0,6,2,282
4,14,4,2,2304
4,14,4,2,1460
4,16,2,2,1534
4,0,10,2,915
4,0,2,2,1076
4,0,2,2,399
4,0,4,2,669
2,5,2,0,2759
4,4,4,0,517
4,3,4,2,1841
4,7,8,2,1739
4,5,4,2,733
4,0,0,2,590
5,10,2,2,2653
4,13,2,2,1261
4,14,8,2,2412
4,5,3,0,481
4,3,3,2,2376
2,2,2,2,526
4,11,3,2,2826
4,13,2,2,1467
4,13,2,2,1405
4,13,2,2,2864
4,5,4,2,95
4,0,2,2,1925
4,0,4,2,675
4,3,2,2,2681
4,13,4,2,2730
4,13,1,2,2908
4,3,3,2,1843
4,5,4,2,2639
4,5,11,0,2658
4,14,8,2,868
4,13,8,2,881
2,5,2,2,1656
4,0,2,2,2802
4,13,2,2,1420
4,0,1,2,1708
4,2,2,2,2345
4,0,8,2,890
4,14,2,2,1391
4,0,2,2,1307
4,14,1,2,376
4,5,0,2,1028
1,13,1,0,2515
4,13,8,2,1730
4,0,2,2,1400
4,11,11,0,2470
4,16,3,2,2197
4,0,2,2,775
4,3,4,2,1456
4,8,6,2,290
4,14,4,2,249
4,0,3,2,2226
4,11,4,2,2781
4,0,10,0,2080
4,16,4,0,607
4,8,3,2,1863
4,0,2,2,2733
4,15,4,2,2609
1,13,1,0,1185
4,13,9,2,2363
4,0,11,2,1437
4,16,2,2,406
2,13,11,0,977
2,5,2,0,1682
4,16,2,2,2238
4,0,2,2,776
4,5,4,2,1895
4,5,2,2,2336
5,2,12,0,230
4,0,2,2,910
4,0,9,2,222
4,0,2,2,2640
4,14,4,2,1671
4,14,3,2,2379
4,5,9,2,1888
4,14,2,2,2693
4,16,4,0,2026
4,14,4,2,670
4,5,9,2,104
4,14,8,2,852
4,13,2,2,840
4,7,2,0,2013
4,0,1,2,73
4,16,2,2,1044
4,0,2,2,1454
4,0,6,2,1196
4,14,4,2,143
6,14,11,0,589
4,9,9,2,2213
4,5,8,2,922
4,13,2,2,1292
4,3,4,2,873
5,0,2,2,2051
4,13,9,2,1804
4,13,1,2,342
4,14,1,2,172
4,16,2,2,2758
4,13,2,2,1559
4,13,9,2,2689
4,11,4,2,62
4,5,2,2,190
4,0,2,2,1312
4,5,8,0,797
4,16,2,2,2684
4,0,12,2,1193
4,14,3,2,146
4,7,1,2,2794
2,5,11,0,650
4,9,0,2,917
4,14,4,2,173
4,9,2,2,1757
4,16,3,2,502
1,8,1,0,1186
4,16,1,2,14
4,10,2,2,2677
4,0,3,2,2060
4,11,11,0,2024
4,5,8,0,2036
4,16,3,2,2382
4,4,4,2,2565
4,13,4,2,2532
4,13,8,2,643
4,13,2,2,800
4,0,11,2,2059
4,14,2,2,1082
4,14,4,0,692
4,0,2,2,1865
4,0,11,2,2375
4,9,4,2,1597
4,9,4,2,1453
4,11,1,0,2357
4,0,2,2,1966
4,0,10,2,792
4,11,11,2,2675
4,13,9,2,2838
4,13,2,2,2187
4,0,2,2,2811
4,5,4,2,937
4,13,2,2,1083
4,11,4,2,1032
4,13,11,2,1583
4,16,0,2,313
4,0,2,2,1354
4,13,2,2,1445
4,8,8,0,1718
4,13,11,2,1619
4,4,11,0,289
4,16,3,2,1830
2,0,10,2,2460
4,13,2,2,1934
4,14,3,2,2227
3,13,0,2,2519
4,0,2,2,2650
4,11,0,2,45
4,9,4,2,428
4,13,2,2,450
4,13,4,2,1470
4,14,8,2,888
1,13,1,1,2139
4,0,6,2,781
4,13,2,2,1998
4,14,4,2,2841
4,14,2,2,964
4,13,4,2,1226
4,0,2,2,1311
4,13,1,2,980
4,11,9,2,2614
4,0,11,2,1618
4,10,0,2,300
4,13,4,2,1760
2,8,2,2,1824
4,14,1,2,1991
4,16,3,2,512
4,0,6,2,2705
4,13,0,2,2543
4,14,8,2,646
4,0,2,2,458
4,5,4,2,96
4,0,2,2,930
0,13,2,2,2322
4,13,4,0,690
4,0,2,2,226
4,13,2,2,1447
4,0,2,2,807
4,3,4,2,2690
4,0,2,2,2804
4,0,11,2,1502
4,0,2,0,592
4,3,3,2,633
4,13,2,2,1224
4,9,4,2,294
4,11,9,2,1879
4,11,11,2,2676
4,11,11,2,2352
4,16,3,2,2189
4,5,4,2,81
4,11,8,2,245
4,14,0,0,798
4,15,4,2,731
4,3,2,2,2146
4,10,3,2,510
4,13,2,2,196
4,0,6,2,786
4,0,0,2,323
2,13,2,2,2325
5,2,12,0,1003
4,11,0,2,295
5,8,7,0,1179
4,16,1,0,2025
4,14,8,0,2763
4,9,2,2,212
4,13,1,2,2538
4,5,4,2,680
4,16,4,2,938
4,11,0,0,2069
2,13,11,0,2351
4,1,0,2,1792
2,2,2,2,1798
4,7,2,2,1021
4,0,2,2,960
4,0,6,2,790
4,9,4,2,1649
4,9,3,2,404
4,3,1,2,2140
4,7,2,2,2105
4,15,9,2,1820
4,5,2,0,2152
4,14,11,2,2581
4,14,11,2,161
3,8,1,0,2649
4,8,2,2,2732
4,8,6,2,789
4,13,2,2,1041
4,9,9,0,1900
4,13,11,2,655
2,9,10,0,529
4,11,8,2,1726
4,8,9,2,1851
4,16,3,2,2097
4,16,3,2,43
4,11,1,0,2632
4,5,9,0,611
4,3,4,2,928
4,14,3,2,494
5,10,2,2,541
4,14,4,2,1503
5,14,2,2,583
4,14,4,2,1694
4,13,1,2,388
4,11,3,2,65
4,6,1,2,2303
4,14,4,2,809
4,5,9,2,1889
4,0,2,2,1539
4,11,4,2,693
4,16,4,2,2392
4,14,4,2,1673
4,15,4,2,2608
4,13,4,2,701
4,0,11,2,522
4,5,2,2,1382
4,0,2,2,2724
4,3,5,2,2571
4,9,3,2,1213
2,13,8,2,1729
4,5,2,2,1963
4,0,2,2,959
4,0,2,2,2435
5,4,0,2,2132
4,0,2,2,2814
4,16,4,2,2554
4,5,2,2,2709
4,14,3,2,2604
4,9,3,2,1790
4,14,11,2,1786
4,5,2,2,2160
4,10,4,2,1283
4,16,1,0,603
4,13,8,2,997
5,14,2,0,2265
5,13,2,2,2577
4,3,4,2,30
4,15,1,2,380
4,14,1,2,349
4,0,2,2,1351
4,3,4,2,2286
4,13,1,2,2776
4,0,2,2,593
2,13,2,2,476
4,13,9,2,2495
4,13,2,2,1512
4,13,0,2,303
4,0,2,2,1105
4,13,2,2,1343
4,0,2,2,2067
4,11,3,2,2254
4,0,2,2,2442
4,14,4,2,1920
4,9,2,2,1235
5,5,11,0,2084
4,9,9,0,1897
4,14,3,2,1861
4,13,11,2,2448
4,5,4,2,86
4,8,2,0,2009
4,14,4,2,837
4,0,4,2,1259
4,13,3,0,486
4,6,1,2,2065
4,0,2,2,1277
4,0,2,2,1111
0,13,2,2,1127
4,3,4,2,810
4,13,2,2,1126
4,3,4,2,1945
4,5,3,0,1664
4,4,4,2,2454
4,0,2,2,1015
4,16,0,2,305
4,13,2,2,1527
4,5,2,2,1246
4,7,2,2,1273
4,0,2,2,1316
4,3,11,2,365
4,13,2,2,1404
4,5,2,2,975
4,13,4,2,735
4,0,2,2,598
4,0,3,0,493
6,10,11,0,273
4,16,1,2,2200
1,14,1,2,550
4,3,0,2,318
4,9,9,2,1881
4,5,4,2,702
4,14,4,2,1461
4,5,2,2,1338
4,10,11,2,1281
4,13,4,2,1409
4,13,2,2,1078
4,0,8,2,889
4,3,4,2,2253
4,14,4,2,2395
4,9,3,2,1781
4,8,2,2,1012
2,13,2,2,180
4,8,9,2,215
4,14,4,2,1397
4,16,4,2,739
4,13,11,2,1589
4,0,2,0,2083
4,13,11,2,188
4,13,2,2,1479
4,0,2,2,1983
4,14,0,2,2237
1,8,1,0,2133
4,13,2,2,2518
0,13,9,2,778
4,0,6,2,793
2,9,10,2,1916
4,16,9,2,1887
4,7,2,2,373
4,13,8,2,719
4,0,2,2,1490
4,14,2,2,2872
4,0,2,2,578
4,13,1,1,2008
4,5,2,0,2719
4,14,2,2,1026
4,13,11,2,1421
4,14,4,0,2308
4,5,3,2,2089
4,0,2,2,1321
4,3,4,0,1856
4,13,2,2,1439
4,0,8,2,1723
4,0,2,2,1244
4,6,8,0,459
4,13,2,2,1269
4,5,8,0,1724
3,7,1,2,345
4,14,0,2,802
4,16,3,2,497
5,9,2,2,2619
4,13,2,2,1923
4,3,4,2,1177
4,11,4,2,2373
4,0,11,2,1433
4,13,2,2,1800
4,9,3,2,2228
4,0,2,2,1902
5,7,2,2,1763
4,0,2,2,1381
0,13,2,0,2854
4,11,1,2,2201
4,5,3,2,90
4,5,4,2,618
3,8,1,0,2651
4,3,5,0,557
